time_s,requested_valve,valve,rpm,total_flow_kg_s,chamber_pressure_pa,pump_power_w,minimum_npsh_m,estopped,alarms
0.9,0.8823529411764706,0.8823529411764706,27984.51363763586,1.0152325125631627,23174184.8044881,57319.01922087441,39.362914153140906,False,
0.905,0.8882352941176471,0.8882352941176471,27985.145644491346,1.0228016064492793,23337780.99022813,58133.96421992114,39.363511922542024,False,
0.91,0.8941176470588236,0.8941176470588236,27985.751858803946,1.030369519198102,23501112.09380314,58954.50484074281,39.36411403775796,False,
0.915,0.9,0.9,27986.333333181345,1.037936281390687,23664179.366250735,59780.642211344086,39.364720499170396,False,
0.92,0.9058823529411765,0.9058823529411765,27986.89107727372,1.045501923062595,23826984.04903934,60612.37747572198,39.365331307188875,False,
0.925,0.911764705882353,0.911764705882353,27987.426059526893,1.0530664736985218,23989527.372968335,61449.71179162107,39.36594646224872,False,
0.93,0.9176470588235295,0.9176470588235295,27987.939208863878,1.0606299622282092,24151810.55716199,62292.64632840664,39.36656596480906,False,
0.935,0.9235294117647059,0.9235294117647059,27988.431416297837,1.068192417023547,24313834.808152087,63141.182265051946,39.36718981535094,False,
0.9400000000000001,0.9294117647058824,0.9294117647058824,27988.903536479203,1.0757538658967807,24475601.31904425,63995.32078823491,39.36781801437552,False,
0.9450000000000001,0.9352941176470589,0.9352941176470589,27989.356389179655,1.083314336099737,24637111.26876329,64855.06309054049,39.36845056240233,False,
0.9500000000000001,0.9411764705882354,0.9411764705882354,27989.790760715554,1.0908738543239993,24798365.821373068,65720.41036876432,39.369087459967645,False,
0.9550000000000001,0.9470588235294118,0.9470588235294118,27990.207405313253,1.09843244670195,24959366.125466593,66591.36382231402,39.3697287076229,False,
0.96,0.9529411764705882,0.9529411764705882,27990.60704641873,1.1059901388086213,25120113.313622225,67467.92465170384,39.37037430593318,False,
0.965,0.9588235294117646,0.9588235294117646,27990.99037795373,1.1135469556642836,25280608.501922116,68350.09405713962,39.37102425547583,False,
0.97,0.9647058823529412,0.9647058823529412,27991.358065520682,1.1211029217377093,25440852.78952914,69237.87323718941,39.37167855683906,False,
0.975,0.9705882352941176,0.9705882352941176,27991.71074755841,1.1286580609500627,25600847.25831877,70131.2633875372,39.37233721062065,False,
0.98,0.9764705882352941,0.9764705882352941,27992.04903645071,1.136212396679353,25760592.972562537,71030.26569981566,39.37300021742677,False,
0.985,0.9823529411764705,0.9823529411764705,27992.37351958966,1.1437659517654055,25920090.978659827,71934.88136051467,39.37366757787076,False,
0.99,0.9882352941176471,0.9882352941176471,27992.684760395554,1.1513187485153022,26079342.30491498,72845.11154996269,39.37433929257207,False,
0.995,0.9941176470588236,0.9941176470588236,27992.98329929519,1.1588708087092452,26238347.96135677,73760.95744137716,39.37501536215518,False,
